Taxon_ID,Clean_Scientific_Name,Display_Common_Name,Family,Genus,Kingdom_Group,Public_Display_Group,Friendly_Evidence_Level,Friendly_Evidence_Label,Public_Evidence_Status,Occurrence_Evidence_Score_0_5,Public_Confidence,Beginner_Role_Sentence,Public_Function_Summary,Trophic_Mode,Guild,Growth_Form,Interaction_State,Interaction_Summary,Source_Layers_Present,MyCoPortal_Records,GBIF_BBox_Records,GBIF_Preserved_Specimens,GBIF_Human_Observations,iNaturalist_Checklist_Listed,USDA_Refined_Records,Interaction_Rows,Primary_URL,iNaturalist_Checklist_URL,Citation_Note
taxon-0440,Puccinia polygoni-amphibii,,Pucciniaceae,Puccinia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,11,8,0,,0,4,https://www.gbif.org/occurrence/1930096489,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0441,Puccinia purpurea,,Pucciniaceae,Puccinia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,21,18,0,,0,23,https://www.gbif.org/occurrence/1929521517,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0442,Puccinia pyrrhopappi,,Pucciniaceae,Puccinia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,3,3,0,,0,1,https://www.gbif.org/occurrence/1928197930,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0687,Puccinia raunkiaerii,,Pucciniaceae,Puccinia,,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,No merged interaction record,,"GBIF_bbox, FUNGuild",0,1,1,0,,0,0,https://www.gbif.org/occurrence/1929852486,,GBIF bbox first-pass; FUNGuild
taxon-0443,Puccinia recondita,,Pucciniaceae,Puccinia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,12,12,0,,0,36,https://www.gbif.org/occurrence/1930299570,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0444,Puccinia schedonnardi,,Pucciniaceae,Puccinia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,4,4,0,,0,1,https://www.gbif.org/occurrence/1928020532,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0688,Puccinia silphii,,Pucciniaceae,Puccinia,,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,No merged interaction record,,"GBIF_bbox, FUNGuild",0,1,1,0,,0,0,https://www.gbif.org/occurrence/1930256989,,GBIF bbox first-pass; FUNGuild
taxon-0445,Puccinia stipae,,Pucciniaceae,Puccinia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,7,4,0,,0,5,https://www.gbif.org/occurrence/2013957389,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0446,Puccinia substriata,,Pucciniaceae,Puccinia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,3,3,0,,0,3,https://www.gbif.org/occurrence/1928067709,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0447,Puccinia tanaceti,,Pucciniaceae,Puccinia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,1,1,0,,0,1,https://www.gbif.org/occurrence/4099244715,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0448,Puccinia tomipara,,Pucciniaceae,Puccinia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,5,4,0,,0,3,https://www.gbif.org/occurrence/2013957465,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0689,Puccinia veronicae,,Pucciniaceae,Puccinia,,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,No merged interaction record,,"GBIF_bbox, FUNGuild",0,3,3,0,,0,0,https://www.gbif.org/occurrence/4099243014,,GBIF bbox first-pass; FUNGuild
taxon-0690,Puccinia windsoriae,,Pucciniaceae,Puccinia,,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,No merged interaction record,,"GBIF_bbox, FUNGuild",0,2,2,0,,0,0,https://www.gbif.org/occurrence/1929360137,,GBIF bbox first-pass; FUNGuild
taxon-0691,Puccinia ximenesiae,,Pucciniaceae,Puccinia,,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,No merged interaction record,,"GBIF_bbox, FUNGuild",0,1,1,0,,0,0,https://www.gbif.org/occurrence/5076637047,,GBIF bbox first-pass; FUNGuild
taxon-0822,Pucciniaceae,,Pucciniaceae,Pucciniaceae,,Still being studied / unresolved,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,The ecological job is not resolved yet in the merged sources.,function not yet resolved,,,,No merged interaction record,,GBIF_bbox,0,15,14,0,,0,0,https://www.gbif.org/occurrence/2013957969,,GBIF bbox first-pass
taxon-0450,Punctelia hypoleucites,,Parmeliaceae,Punctelia,True fungi / lichenized fungi,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,lichenized symbiont,Symbiotroph,Lichenized,Thallus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,5,5,0,,0,1,https://www.gbif.org/occurrence/4076806246,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0692,Punctelia perreticulata,,Parmeliaceae,Punctelia,,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,lichenized symbiont,Symbiotroph,Lichenized,Thallus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,1,1,0,,0,0,https://www.gbif.org/occurrence/4078163342,,GBIF bbox first-pass; FUNGuild
taxon-0693,Punctelia subflava,,Parmeliaceae,Punctelia,,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,lichenized symbiont,Symbiotroph,Lichenized,Thallus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,2,2,0,,0,0,https://www.gbif.org/occurrence/4134339451,,GBIF bbox first-pass; FUNGuild
taxon-0694,Quasiconcha reticulata,,Mytilinidiaceae,Quasiconcha,,General decomposers / recyclers,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Likely helps recycle dead organic material into soil nutrients.,decomposer,Saprotroph,Plant Saprotroph|-Undefined Saprotroph,Microfungus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,2,2,0,,0,0,https://www.gbif.org/occurrence/1927864917,,GBIF bbox first-pass; FUNGuild
taxon-0695,Ragnhildiana ferruginea,,Mycosphaerellaceae,Ragnhildiana,,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,1,1,0,,0,0,https://www.gbif.org/occurrence/4099657066,,GBIF bbox first-pass; FUNGuild
taxon-0823,Ramalina Ach.,,Ramalinaceae,Ramalina,,Still being studied / unresolved,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,The ecological job is not resolved yet in the merged sources.,function not yet resolved,,,,No merged interaction record,,GBIF_bbox,0,3,3,0,,0,0,https://www.gbif.org/occurrence/4076802804,,GBIF bbox first-pass
taxon-0696,Ramalina americana,,Ramalinaceae,Ramalina,,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,lichenized symbiont,Symbiotroph,Lichenized,Thallus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,2,1,1,,0,0,https://www.gbif.org/occurrence/4076802967,,GBIF bbox first-pass; FUNGuild
taxon-0697,Ramalina ecklonii,,Ramalinaceae,Ramalina,,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,lichenized symbiont,Symbiotroph,Lichenized,Thallus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,2,2,0,,0,0,https://www.gbif.org/occurrence/1269596536,,GBIF bbox first-pass; FUNGuild
taxon-0698,Ramalina stenospora,,Ramalinaceae,Ramalina,,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,lichenized symbiont,Symbiotroph,Lichenized,Thallus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,5,2,3,,0,0,https://www.gbif.org/occurrence/1831221698,,GBIF bbox first-pass; FUNGuild
taxon-0699,Ramalina usnea,,Ramalinaceae,Ramalina,,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,lichenized symbiont,Symbiotroph,Lichenized,Thallus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,2,2,0,,0,0,https://www.gbif.org/occurrence/2270710828,,GBIF bbox first-pass; FUNGuild
taxon-0454,Ramularia grevilleana,,Mycosphaerellaceae,Ramularia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,4,4,0,,0,3,https://www.gbif.org/occurrence/3916173232,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0455,Ramularia obliqua,,Mycosphaerellaceae,Ramularia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,9,8,0,,0,8,https://www.gbif.org/occurrence/2013954435,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0824,Ramularia P.A.Saccardo,,Mycosphaerellaceae,Ramularia,,Still being studied / unresolved,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,The ecological job is not resolved yet in the merged sources.,function not yet resolved,,,,No merged interaction record,,GBIF_bbox,0,1,1,0,,0,0,https://www.gbif.org/occurrence/4099146906,,GBIF bbox first-pass
taxon-0456,Ramularia rubella,,Mycosphaerellaceae,Ramularia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,2,2,0,,0,1,https://www.gbif.org/occurrence/5076419975,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0457,Ravenelia arizonica,,Raveneliaceae,Ravenelia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,5,5,0,,0,1,https://www.gbif.org/occurrence/4104416210,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0825,Ravenelia Berk.,,Raveneliaceae,Ravenelia,,Still being studied / unresolved,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,The ecological job is not resolved yet in the merged sources.,function not yet resolved,,,,No merged interaction record,,GBIF_bbox,0,3,3,0,,0,0,https://www.gbif.org/occurrence/4892845241,,GBIF bbox first-pass
taxon-0458,Ravenelia fragrans,,Raveneliaceae,Ravenelia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,12,12,0,,0,14,https://www.gbif.org/occurrence/3965639451,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0459,Ravenelia longiana,,Raveneliaceae,Ravenelia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,3,3,0,,0,1,https://www.gbif.org/occurrence/1928367054,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0460,Ravenelia texensis,,Raveneliaceae,Ravenelia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,10,10,0,,0,12,https://www.gbif.org/occurrence/4099360810,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0700,Resinoporia ferox,,Fomitopsidaceae,Resinoporia,,Wood decomposers,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Helps break down wood and return nutrients to the soil system.,wood decomposer,Saprotroph,Wood Saprotroph,Corticioid,No merged interaction record,,"GBIF_bbox, FUNGuild",0,2,2,0,,0,0,https://www.gbif.org/occurrence/4023427710,,GBIF bbox first-pass; FUNGuild
taxon-0461,Rhizoctonia solani,,Ceratobasidiaceae,Rhizoctonia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,1,1,0,,0,4,https://www.gbif.org/occurrence/4099471200,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0701,Rhizoplaca novomexicana,,Lecanoraceae,Rhizoplaca,,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,lichenized symbiont,Symbiotroph,Lichenized,Thallus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,1,1,0,,0,0,https://www.gbif.org/occurrence/4438394585,,GBIF bbox first-pass; FUNGuild
taxon-0826,Rhytidhysterium Sacc.,,Patellariaceae,Rhytidhysteron,,Still being studied / unresolved,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,The ecological job is not resolved yet in the merged sources.,function not yet resolved,,,,No merged interaction record,,GBIF_bbox,0,3,3,0,,0,0,https://www.gbif.org/occurrence/1929041257,,GBIF bbox first-pass
taxon-0702,Rhytidhysteron rufulum,,Patellariaceae,Rhytidhysteron,,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,,No merged interaction record,,"GBIF_bbox, FUNGuild",0,1,1,0,,0,0,https://www.gbif.org/occurrence/4104416214,,GBIF bbox first-pass; FUNGuild
taxon-0703,Rigidoporus ulmarius,,Meripilaceae,Rigidoporus,,Wood decomposers,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Helps break down wood and return nutrients to the soil system.,wood decomposer,Saprotroph,Wood Saprotroph,Polyporoid,No merged interaction record,,"GBIF_bbox, FUNGuild",0,1,1,0,,0,0,https://www.gbif.org/occurrence/4099417546,,GBIF bbox first-pass; FUNGuild
taxon-0704,Rinodina maculans,,Physciaceae,Rinodina,,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,lichenized symbiont,Symbiotroph,Lichenized,Thallus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,3,3,0,,0,0,https://www.gbif.org/occurrence/1269616551,,GBIF bbox first-pass; FUNGuild
taxon-0827,Robergea Desm.,,Stictidaceae,Robergea,,Still being studied / unresolved,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,The ecological job is not resolved yet in the merged sources.,function not yet resolved,,,,No merged interaction record,,GBIF_bbox,0,84,8,76,,0,0,https://www.gbif.org/occurrence/1453375374,,GBIF bbox first-pass
taxon-0706,Robergea pupula,,Stictidaceae,Robergea,,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,lichenized symbiont,Symbiotroph,Lichenized,Thallus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,2,2,0,,0,0,https://www.gbif.org/occurrence/1030437537,,GBIF bbox first-pass; FUNGuild
taxon-0463,Rosisphaerella rosicola,,Mycosphaerellaceae,Rosisphaerella,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,4,4,0,,0,9,https://www.gbif.org/occurrence/3916134938,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0465,Salmacisia buchloeana,,Tilletiaceae,Salmacisia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Smut,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,3,3,0,,0,4,https://www.gbif.org/occurrence/4099345469,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0707,Sarcogyne regularis,,Acarosporaceae,Sarcogyne,,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,lichenized symbiont,Symbiotroph,Lichenized,Thallus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,2,2,0,,0,0,https://www.gbif.org/occurrence/1269616527,,GBIF bbox first-pass; FUNGuild
taxon-0708,Sarcoscypha occidentalis,,Sarcoscyphaceae,Sarcoscypha,,Wood decomposers,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Helps break down wood and return nutrients to the soil system.,wood decomposer,Saprotroph,Wood Saprotroph,Microfungus-Pezizoid,No merged interaction record,,"GBIF_bbox, FUNGuild",0,1,1,0,,0,0,https://www.gbif.org/occurrence/4104468274,,GBIF bbox first-pass; FUNGuild
taxon-0469,Septobasidium sydowii,,Septobasidiaceae,Septobasidium,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Animal Parasite|-Animal Pathogen-Arthropod Parasite,Dimorphic-Facultative Yeast,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,3,3,0,,0,3,https://www.gbif.org/occurrence/3696070632,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0470,Septoria anemones,,Mycosphaerellaceae,Septoria,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,decomposer; host-associated / possible pathogen; endophyte,Pathotroph-Saprotroph-Symbiotroph,Endophyte-|Plant Pathogen|-Plant Saprotroph,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,1,1,0,,0,1,https://www.gbif.org/occurrence/4100014629,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0709,Septoria angularis,,Mycosphaerellaceae,Septoria,,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,decomposer; host-associated / possible pathogen; endophyte,Pathotroph-Saprotroph-Symbiotroph,Endophyte-|Plant Pathogen|-Plant Saprotroph,Microfungus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,3,3,0,,0,0,https://www.gbif.org/occurrence/1928769536,,GBIF bbox first-pass; FUNGuild
taxon-0710,Septoria antirrhini,,Mycosphaerellaceae,Septoria,,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,decomposer; host-associated / possible pathogen; endophyte,Pathotroph-Saprotroph-Symbiotroph,Endophyte-|Plant Pathogen|-Plant Saprotroph,Microfungus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,3,3,0,,0,0,https://www.gbif.org/occurrence/1928402924,,GBIF bbox first-pass; FUNGuild
taxon-0471,Septoria atropurpurea,,Mycosphaerellaceae,Septoria,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,decomposer; host-associated / possible pathogen; endophyte,Pathotroph-Saprotroph-Symbiotroph,Endophyte-|Plant Pathogen|-Plant Saprotroph,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,1,1,0,,0,1,https://www.gbif.org/occurrence/1928159413,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0711,Septoria carvi,,Mycosphaerellaceae,Septoria,,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,decomposer; host-associated / possible pathogen; endophyte,Pathotroph-Saprotroph-Symbiotroph,Endophyte-|Plant Pathogen|-Plant Saprotroph,Microfungus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,5,5,0,,0,0,https://www.gbif.org/occurrence/3916165360,,GBIF bbox first-pass; FUNGuild
